source_attribute_id,target_attribute_name
www.pricedekho.com//dimensions,camera_width
www.pricedekho.com//focal length,focal_length_max
www.pricedekho.com//focal length,focal_length_min
www.pricedekho.com//iso rating,iso_sensitivity_max
www.pricedekho.com//iso rating,iso_sensitivity_min
www.pricedekho.com//maximum shutter speed,shutter_speed_max
www.pricedekho.com//minimum shutter speed,shutter_speed_min
www.pricedekho.com//optical sensor resolution in megapixel,image_resolution
www.pricedekho.com//optical sensor resolution in megapixel,image_resolution
www.pricedekho.com//optical sensor resolution in megapixel,image_resolution
www.pricedekho.com//sensor,sensor_size
www.pricedekho.com//sensor,sensor_type
www.pricedekho.com//sensor type,sensor_type
www.pricedekho.com//sensor type,sensor_type
www.pricedekho.com//sensor type,sensor_type
www.pricedekho.com//shutter speed,shutter_speed_max
www.pricedekho.com//shutter speed,shutter_speed_min
www.pricedekho.com//supplied battery,battery_chemistry
www.pricedekho.com//supplied battery,battery_type
www.pricedekho.com//supported languages,supported_languages
www.pricedekho.com//supported languages,supported_languages_number
www.pricedekho.com//zoom,zoom_digital
www.pricedekho.com//zoom,zoom_optical
www.priceme.co.nz//light sensitivity,iso_sensitivity_max
www.priceme.co.nz//light sensitivity,iso_sensitivity_min
www.priceme.co.nz//max focal length,focal_length_max
www.priceme.co.nz//min focal length,focal_length_min
www.priceme.co.nz//shutter speed,shutter_speed_max
www.priceme.co.nz//shutter speed,shutter_speed_min
www.ilgs.net//camera shutter type,shutter_type
www.cambuy.com.au//shutter,shutter_type
www.shopbot.com.au//dimensions,camera_depth
www.camerafarm.com.au//shutter type,shutter_type
www.price-hunt.com//shutter type,shutter_type
www.cambuy.com.au//aspect ratio,supported_aspect_ratio
www.eglobalcentral.co.uk//aspect ratio,supported_aspect_ratio
www.henrys.com//aspect ratio,supported_aspect_ratio
www.shopmania.in//image ratio,supported_aspect_ratio
www.ebay.com//image ratio wh,supported_aspect_ratio
www.mypriceindia.com//image ratio wh,supported_aspect_ratio
www.flipkart.com//image size at aspect ratio,supported_aspect_ratio
www.price-hunt.com//image size at aspect ratio,supported_aspect_ratio
www.cambuy.com.au//still picture aspect ratios,supported_aspect_ratio
www.flipkart.com//supported aspect ratio,supported_aspect_ratio
www.price-hunt.com//supported aspect ratio,supported_aspect_ratio
www.pricedekho.com//supported aspect ratio,supported_aspect_ratio
www.ilgs.net//supported aspect ratios,supported_aspect_ratio
www.ebay.com//audio formats,supported_audio_formats
www.flipkart.com//audio formats,supported_audio_formats
www.mypriceindia.com//audio formats,supported_audio_formats
www.price-hunt.com//audio formats,supported_audio_formats
www.pricedekho.com//audio formats,supported_audio_formats
www.ilgs.net//audio formats supported,supported_audio_formats
www.henrys.com//audio recording,supported_audio_formats
www.cambuy.com.au//audio recording format,supported_audio_formats
www.camerafarm.com.au//movie audio recording format,supported_audio_formats
www.ebay.com//movie audio recording format,supported_audio_formats
www.shopbot.com.au//dimensions,camera_height
www.ebay.com//language support,supported_languages
www.ebay.com//language supported,supported_languages
www.ebay.com//languages,supported_languages
www.ilgs.net//languages support,supported_languages
www.ebay.com//languages supported,supported_languages
www.shopbot.com.au//dimensions,camera_width
www.shopbot.com.au//zoom,zoom_digital
www.canon-europe.com//menu languages,supported_languages
www.cambuy.com.au//supported languages,supported_languages
www.camerafarm.com.au//supported languages,supported_languages
www.ebay.com//supported languages,supported_languages
www.shopbot.com.au//zoom,zoom_optical
www.shopmania.in//autofocus,auto_focus_mode
www.shopmania.in//autofocus,auto_focus_type
www.shopmania.in//battery,battery_chemistry
www.shopmania.in//battery,battery_type
www.shopmania.in//depth,camera_depth
www.shopmania.in//focal length,focal_length_max
www.shopmania.in//focal length,focal_length_min
www.shopmania.in//focal length equivalent to 35mm,focal_length_max
www.shopmania.in//focal length equivalent to 35mm,focal_length_min
www.shopmania.in//height,camera_height
www.shopmania.in//digital video format,video_format
www.shopmania.in//light sensitivity iso,iso_sensitivity_max
www.shopmania.in//light sensitivity iso,iso_sensitivity_min
www.shopmania.in//max shutter speed,shutter_speed_max
www.shopmania.in//min shutter speed,shutter_speed_min
www.shopmania.in//product name,brand
www.camerafarm.com.au//movie file format,video_format
www.shopmania.in//width,camera_width
www.ukdigitalcameras.co.uk//brand,brand
www.mypriceindia.com//video format,video_format
www.price-hunt.com//video format,video_format
www.pricedekho.com//video format,video_format
www.ilgs.net//video formats supported,video_format
www.garricks.com.au//video recording format,video_format
www.cambuy.com.au//1280 x 720 hd,video_resolution
www.cambuy.com.au//1920 x 1080 full hd,video_resolution
www.cambuy.com.au//640 x 480 hd,video_resolution
www.alibaba.com//frame rate,video_resolution
www.ebay.com//frame rate,video_resolution
www.eglobalcentral.co.uk//frame rate,video_resolution
www.ilgs.net//frame rate,video_resolution
www.price-hunt.com//frame ratevideo modes,video_resolution
www.flipkart.com//full hd,video_resolution
www.wexphotographic.com//hd movie mode,video_resolution
cammarkt.com//hd recording format,video_resolution
www.ebay.com//max video resolution24 fps minimum,video_resolution
www.ebay.com//max. resolution,video_resolution
buy.net//maximum video capture resolution,video_resolution
www.ebay.com//maximum video resolution,video_resolution
www.ilgs.net//maximum video resolution,video_resolution
www.ilgs.net//motion jpeg frame rate,video_resolution
www.ukdigitalcameras.co.uk//brand,brand
www.wexphotographic.com//movie mode,video_resolution
www.walmart.com//focal length equivalent to 35mm camera,focal_length_max
www.walmart.com//focal length equivalent to 35mm camera,focal_length_min
www.walmart.com//product in inches l x w x h,camera_depth
www.walmart.com//product in inches l x w x h,camera_height
www.eglobalcentral.co.uk//resolution,video_resolution
www.walmart.com//product in inches l x w x h,camera_width
www.ilgs.net//resolution at capture speed,video_resolution
www.ebay.com//resolutions,video_resolution
www.wexphotographic.com//battery model,battery_chemistry
www.flipkart.com//video display resolution,video_resolution
www.price-hunt.com//video display resolution,video_resolution
www.pricedekho.com//video display resolution,video_resolution
cammarkt.com//video format,video_resolution
www.mypriceindia.com//video resolution,video_resolution
www.shopbot.com.au//video resolution,video_resolution
www.shopmania.in//video resolution,video_resolution
cammarkt.com//video resolutions,video_resolution
www.ilgs.net//video resolutions,video_resolution
www.ebay.com//video size,video_resolution
www.buzzillions.com//manufacturers warranty  hardware,warranty_duration
www.buzzillions.com//standard warranty,warranty_duration
cammarkt.com//warranty,warranty_duration
www.henrys.com//warranty,warranty_duration
www.ilgs.net//warranty,warranty_duration
www.pcconnection.com//warranty  labor,warranty_duration
www.pcconnection.com//warranty  parts,warranty_duration
www.ebay.com//warranty - labor,warranty_duration
www.ebay.com//warranty - parts,warranty_duration
buy.net//warranty information,warranty_duration
www.flipkart.com//warranty summary,warranty_duration
www.price-hunt.com//warranty summary,warranty_duration
www.alibaba.com//warranty time,warranty_duration
www.ebay.com//warranty:,warranty_duration
cammarkt.com//white balance,white_balance
www.alibaba.com//white balance,white_balance
www.buzzillions.com//white balance,white_balance
www.cambuy.com.au//white balance,white_balance
www.ilgs.net//white balance,white_balance
www.shopmania.in//white balance,white_balance
www.ebay.com//white balance control,white_balance
buy.net//white balance modes,white_balance
www.henrys.com//white balance modes,white_balance
www.shopmania.in//white balance presets,white_balance
www.flipkart.com//white balancing,white_balance
www.mypriceindia.com//white balancing,white_balance
www.price-hunt.com//white balancing,white_balance
www.pricedekho.com//white balancing,white_balance
www.cambuy.com.au//humidity,working_humidity
www.ebay.com//humidity,working_humidity
www.flipkart.com//humidity,working_humidity
www.price-hunt.com//humidity,working_humidity
www.cambuy.com.au//operating environment  humidity,working_humidity
www.cambuy.com.au//operating humidity,working_humidity
www.cambuy.com.au//operating humidity range,working_humidity
www.ilgs.net//operating relative humidity hh,working_humidity
www.ebay.com//working humidity,working_humidity
www.wexphotographic.com//battery model,battery_type
www.wexphotographic.com//file formats,image_format
buy.net//digital zoom,zoom_digital
cammarkt.com//digital zoom,zoom_digital
www.buzzillions.com//digital zoom,zoom_digital
www.cambuy.com.au//digital zoom,zoom_digital
www.henrys.com//digital zoom,zoom_digital
www.ilgs.net//digital zoom,zoom_digital
www.mypriceindia.com//digital zoom,zoom_digital
www.price-hunt.com//digital zoom,zoom_digital
www.pricedekho.com//digital zoom,zoom_digital
www.shopmania.in//digital zoom,zoom_digital
www.walmart.com//digital zoom,zoom_digital
buy.net//normalizeddigital zoom,zoom_digital
www.wexphotographic.com//file formats,video_format
www.wexphotographic.com//focal length tele,focal_length_max
www.wexphotographic.com//focal length wide,focal_length_min
www.wexphotographic.com//iso max,iso_sensitivity_max
www.wexphotographic.com//iso min,iso_sensitivity_min
www.ebay.com//zoom:,zoom_digital
www.wexphotographic.com//resolution,image_resolution_lw
www.wexphotographic.com//resolution,video_resolution
buy.net//normalizedoptical zoom,zoom_optical
buy.net//optical zoom,zoom_optical
cammarkt.com//optical zoom,zoom_optical
www.buzzillions.com//optical zoom,zoom_optical
www.cambuy.com.au//optical zoom,zoom_optical
www.ebay.com//optical zoom,zoom_optical
www.eglobalcentral.co.uk//optical zoom,zoom_optical
www.gosale.com//optical zoom,zoom_optical
www.henrys.com//optical zoom,zoom_optical
www.ilgs.net//optical zoom,zoom_optical
www.mypriceindia.com//optical zoom,zoom_optical
www.pcconnection.com//optical zoom,zoom_optical
www.price-hunt.com//optical zoom,zoom_optical
www.pricedekho.com//optical zoom,zoom_optical
www.shopmania.in//optical zoom,zoom_optical
www.ukdigitalcameras.co.uk//optical zoom,zoom_optical
www.walmart.com//optical zoom,zoom_optical
www.ukdigitalcameras.co.uk//optical zoom range,zoom_optical
www.wexphotographic.com//optical zoom x,zoom_optical
www.wexphotographic.com//shutter speed max,shutter_speed_max
www.wexphotographic.com//shutter speed min,shutter_speed_min
www.wexphotographic.com//size,camera_depth
www.wexphotographic.com//size,camera_height
www.wexphotographic.com//size,camera_width
www.ebay.com//zoom optique,zoom_optical
www.garricks.com.au//zoom range,zoom_optical
