source_attribute_id,target_attribute_name
www.directdial.com//processor speed,cpu_frequency
www.directdial.com//processor type,cpu_type
www.directdial.com//screen size,display_size
www.directdial.com//ssd cache capacity,ssd_cache_capacity
www.directdial.com//standby power consumption,power_consumption_standby
www.directdial.com//total hard drive capacity,hdd_capacity
www.directdial.com//vga,has_vga_port
www.directdial.com//weight approximate,weight
www.ebay.com//100 working item,warranty_duration
www.ebay.com//128gb ssd,ssd_capacity
www.ebay.com//16gb,ram_frequency
www.ebay.com//16gb,ram_type
www.ebay.com//16gb,ram_capacity
www.ebay.com//2 superspeed usb 30,usb_port2_quantity
www.ebay.com//256gb ssd,ssd_capacity
www.ebay.com//4gb,ram_capacity
www.ebay.com//4gb,ram_type
www.ebay.com//4th generation,cpu_brand
www.ebay.com//4th generation,cpu_cache
www.ebay.com//4th generation,cpu_frequency
www.ebay.com//4th generation,cpu_model
www.ebay.com//4th generation,cpu_type
www.ebay.com//4th generation intelr coretm i74700mq,cpu_cache
www.ebay.com//4th generation intelr coretm i74700mq,cpu_frequency
www.ebay.com//4th generation intelr coretm i74700mq,cpu_brand
www.ebay.com//4th generation intelr coretm i74700mq,cpu_model
www.ebay.com//4th generation intelr coretm i74700mq,cpu_type
www.ebay.com//4th generation intelr coretm i74710mq,cpu_frequency
www.ebay.com//4th generation intelr coretm i74710mq,cpu_type
www.ebay.com//4th generation intelr coretm i74710mq,cpu_brand
www.ebay.com//4th generation intelr coretm i74710mq,cpu_model
www.ebay.com//4th generation intelr coretm i74710mq,cpu_cache
www.ebay.com//4th generation intelr coretm i74800mq,cpu_cache
www.ebay.com//4th generation intelr coretm i74800mq,cpu_frequency
www.ebay.com//4th generation intelr coretm i74800mq,cpu_type
www.ebay.com//4th generation intelr coretm i74800mq,cpu_model
www.ebay.com//4th generation intelr coretm i74800mq,cpu_brand
www.ebay.com//500gb,hdd_capacity
www.ebay.com//500gb,hdd_speed
www.ebay.com//64bit computing,is_cpu_64bit
www.ebay.com//64bit processing,is_cpu_64bit
www.ebay.com//750gb,hdd_capacity
www.ebay.com//750gb,hdd_speed
www.ebay.com//8gb ddr3 1600mhz,ram_capacity
www.ebay.com//8gb ddr3 1600mhz,ram_frequency
www.ebay.com//8gb ddr3 1600mhz,ram_type
www.ebay.com//accessories included,battery_chemistry
www.ebay.com//additional ports,has_hdmi_port
www.ebay.com//additional ports,has_vga_port
www.ebay.com//aspect ratio,aspect_ratio
www.ebay.com//average battery life in hours,battery_life
www.ebay.com//batteries,battery_chemistry
www.ebay.com//batteries,battery_capacity
www.ebay.com//battery,battery_chemistry
www.ebay.com//battery capacity,battery_capacity
www.ebay.com//battery chemistry,battery_chemistry
www.ebay.com//battery information,battery_capacity
www.ebay.com//battery life,battery_life
www.ebay.com//battery type,battery_chemistry
www.ebay.com//brand,brand
www.ebay.com//brand name,brand
www.ebay.com//cache,cpu_cache
www.ebay.com//cache memory,cpu_cache
www.ebay.com//capacity,hdd_capacity
www.ebay.com//chip type,cpu_brand
www.ebay.com//chip type,cpu_type
www.ebay.com//computer hard drive size,hdd_capacity
www.ebay.com//computer memory type,ram_type
www.ebay.com//connectors,usb_port2_quantity
www.ebay.com//connectors,usb_port3_quantity
www.ebay.com//cpu,cpu_brand
www.ebay.com//cpu,cpu_frequency
www.ebay.com//cpu,cpu_model
www.ebay.com//cpu,cpu_type
www.ebay.com//cpu,cpu_cache
www.ebay.com//cpu brand,ram_capacity
www.ebay.com//cpu  processor,cpu_brand
www.ebay.com//cpu  processor,cpu_cache
www.ebay.com//cpu  processor,cpu_frequency
www.ebay.com//cpu  processor,cpu_model
www.ebay.com//cpu  processor,cpu_type
www.ebay.com//cpu speed,cpu_model
www.ebay.com//cpu speed,cpu_frequency
www.ebay.com//cpu type,cpu_brand
www.ebay.com//cpu type,cpu_type
www.ebay.com//depth,dimensions_depth
www.ebay.com//depth,dimensions
www.ebay.com//diagonal screen size,display_size
www.ebay.com//dimensions,dimensions
www.ebay.com//dimensions,dimensions_depth
www.ebay.com//dimensions,dimensions_height
www.ebay.com//dimensions,dimensions_width
www.ebay.com//dimensions  weight,weight
www.ebay.com//dimensions  weight,dimensions_depth
www.ebay.com//dimensions  weight,dimensions
www.ebay.com//display aspect ratio,aspect_ratio
www.ebay.com//display  graphics,display_size
www.ebay.com//display  graphics,display_type
www.ebay.com//display size,display_size
www.ebay.com//drive capacity,hdd_capacity
www.ebay.com//flash,flash_capacity
www.ebay.com//flash memory size,flash_capacity
www.ebay.com//gpu,gpu_brand
www.ebay.com//gpu,gpu_model
www.ebay.com//gpuvpu,gpu_brand
www.ebay.com//gpuvpu,gpu_model
www.ebay.com//graphic,gpu_brand
www.ebay.com//graphic,gpu_model
www.ebay.com//graphic card,gpu_brand
www.ebay.com//graphic card,gpu_model
www.ebay.com//graphics,gpu_brand
www.ebay.com//graphics,gpu_model
www.ebay.com//graphics card,gpu_brand
www.ebay.com//graphics card,gpu_model
www.ebay.com//graphics cards,gpu_brand
www.ebay.com//graphics cards,gpu_model
www.ebay.com//graphics chip,gpu_brand
www.ebay.com//graphics controller,gpu_brand
www.ebay.com//graphics controller,gpu_model
www.ebay.com//graphics controller manufacturer,gpu_brand
www.ebay.com//graphics controller model,gpu_model
www.ebay.com//graphics coprocessor,gpu_brand
www.ebay.com//graphics processor,gpu_brand
www.ebay.com//graphics processor,gpu_model
www.ebay.com//graphics processor  vendor,gpu_brand
www.ebay.com//graphics processor  vendor,gpu_model
www.ebay.com//hard disk,hdd_capacity
www.ebay.com//hard disk,ssd_capacity
www.ebay.com//hard disk capacity,hdd_capacity
www.ebay.com//hard disk drive,hdd_capacity
www.ebay.com//hard disk drive,hdd_speed
www.ebay.com//hard drive,hdd_capacity
www.ebay.com//hard drive capacity,hdd_capacity
www.ebay.com//hard drive rotational speed,hdd_speed
www.ebay.com//hard drive rpm,hdd_speed
www.ebay.com//hard drive size,hdd_capacity
www.ebay.com//hard drive speed,hdd_speed
www.ebay.com//hard drivessd,ssd_capacity
www.ebay.com//hddssd drives included,hdd_capacity
www.ebay.com//hddssd drives included,hdd_capacity
www.ebay.com//hdmi,has_hdmi_port
www.ebay.com//hdmi output,has_hdmi_port
www.ebay.com//hdmi port,has_hdmi_port
www.ebay.com//header,brand
www.ebay.com//height,dimensions_height
www.ebay.com//height,dimensions
www.ebay.com//height front,dimensions_height
www.ebay.com//height front,dimensions
www.ebay.com//height rear,dimensions_height
www.ebay.com//height front,dimensions
www.ebay.com//hybrid hard drive capacity,hdd_capacity
www.ebay.com//image aspect ratio,aspect_ratio
www.ebay.com//includes,warranty_duration
www.ebay.com//interfacesports,has_hdmi_port
www.ebay.com//interfacesports,has_vga_port
www.ebay.com//interfacesports,has_vga_port
www.ebay.com//io input  output ports,usb_port3_quantity
www.ebay.com//io ports,usb_port2_quantity
www.ebay.com//io ports,usb_port3_quantity
www.ebay.com//item dimensions l x w x h,dimensions
www.ebay.com//item dimensions l x w x h,dimensions_height
www.ebay.com//item dimensions l x w x h,dimensions_depth
www.ebay.com//item dimensions l x w x h,dimensions_width
www.ebay.com//item weight,weight
www.ebay.com//laptop battery life,battery_life
www.ebay.com//laptop battery type,battery_chemistry
www.ebay.com//laptop battery type,battery_capacity
www.ebay.com//laptop hard drive capacity gb,hdd_capacity
www.ebay.com//laptop hard drive capacity gb,hdd_speed
www.ebay.com//laptop memory ram,ram_capacity
www.ebay.com//laptop memory ram gb,ram_capacity
www.ebay.com//laptop memory type,ram_frequency
www.ebay.com//laptop memory type,ram_type
www.ebay.com//laptop processor speed,cpu_frequency
www.ebay.com//laptop processor type,cpu_brand
www.ebay.com//laptop processor type,cpu_type
www.ebay.com//laptop processor type details,cpu_brand
www.ebay.com//laptop processor type details,cpu_model
www.ebay.com//laptop processor type details,cpu_type
www.ebay.com//laptop screen size,display_size
www.ebay.com//laptop screen size inches,display_size
www.ebay.com//laptop size,display_size
www.ebay.com//laptop warranty,warranty_duration
www.ebay.com//laptop weight,weight
www.ebay.com//lcd screen size,display_size
www.ebay.com//lcd screen size,display_type
www.ebay.com//limited warranty,warranty_duration
www.ebay.com//manufacturer warranty,warranty_duration
www.ebay.com//max ram supported,ram_capacity_max
www.ebay.com//maximum battery life,battery_life
www.ebay.com//maximum battery run time,battery_life
www.ebay.com//memory card reader,has_memorycard_reader
www.ebay.com//memory configuration,ram_capacity
www.ebay.com//memory ram,ram_capacity
www.ebay.com//memory size,ram_capacity
www.ebay.com//memory standard,ram_type
www.ebay.com//memory standard,ram_frequency
www.ebay.com//memory technology,ram_type
www.ebay.com//memory type,ram_type
www.ebay.com//mobile technology,cpu_type
www.ebay.com//native resolution,display_resolution
www.ebay.com//native resolution,aspect_ratio
www.ebay.com//net weight,weight
www.ebay.com//number of usb 20 ports,usb_port2_quantity
www.ebay.com//number of usb 30 ports,usb_port3_quantity
www.ebay.com//ports,usb_port3_quantity
www.ebay.com//power consumption,power_consumption_standby
www.ebay.com//power requirements,power_consumption
www.ebay.com//powerful intel core i5 processor,ram_capacity
www.ebay.com//powerful intel core i5 processor,cpu_brand
www.ebay.com//powerful intel core i5 processor,cpu_type
www.ebay.com//powerful intel core i5 processor,hdd_capacity
www.ebay.com//primary battery,battery_chemistry
www.ebay.com//processor,cpu_brand
www.ebay.com//processor,cpu_frequency
www.ebay.com//processor,cpu_model
www.ebay.com//processor,cpu_type
www.ebay.com//processor brand,cpu_brand
www.ebay.com//processor class,cpu_type
www.ebay.com//processor manufacturer,cpu_brand
www.ebay.com//processor model,cpu_type
www.ebay.com//processor model,cpu_model
www.ebay.com//processor number,cpu_type
www.ebay.com//processor number,cpu_model
www.ebay.com//processor speed,cpu_frequency
www.ebay.com//processor speed per core,cpu_frequency
www.ebay.com//processor turbo speed,cpu_frequency
www.ebay.com//processor type,cpu_brand
www.ebay.com//processor type,cpu_type
www.ebay.com//processors available,cpu_brand
www.ebay.com//processors available,cpu_frequency
www.ebay.com//processors available,cpu_model
www.ebay.com//processors available,cpu_type
www.ebay.com//product description,brand
www.ebay.com//product description,display_size
www.ebay.com//product description,is_cpu_64bit
www.ebay.com//product description,ram_capacity
www.ebay.com//product description,hdd_capacity
www.ebay.com//product description,ssd_capacity
www.ebay.com//product description,cpu_brand
www.ebay.com//product description,cpu_type
www.ebay.com//product description,cpu_model
www.ebay.com//product details,cpu_brand
www.ebay.com//product details,cpu_type
www.ebay.com//product details,cpu_model
www.ebay.com//product details,ram_capacity
www.ebay.com//product details,ram_frequency
www.ebay.com//product in inches l x w x h,dimensions
www.ebay.com//product in inches l x w x h,dimensions_height
www.ebay.com//product in inches l x w x h,dimensions_depth
www.ebay.com//product in inches l x w x h,dimensions_width
www.ebay.com//product title,brand
www.ebay.com//product title,display_size
www.ebay.com//product title,cpu_type
www.ebay.com//product title,cpu_brand
www.ebay.com//product title,cpu_model
www.ebay.com//product title,display_type
www.ebay.com//product title,cpu_frequency
www.ebay.com//product title,cpu_type
www.ebay.com//product title,ram_capacity
www.ebay.com//product title,ssd_capacity
www.ebay.com//product title,display_resolution
www.ebay.com//product title,gpu_brand
www.ebay.com//product title,gpu_model
www.ebay.com//product title,is_cpu_64bit
www.ebay.com//quadcore,cpu_frequency
www.ebay.com//quadcore,cpu_model
www.ebay.com//quadcore,cpu_type
www.ebay.com//ram,ram_capacity
www.ebay.com//ram,ram_frequency
www.ebay.com//ram,ram_type
www.ebay.com//ram speed,ram_frequency
www.ebay.com//screen,display_size
www.ebay.com//screen,display_type
www.ebay.com//screen size,display_size
www.ebay.com//screen size measured diagonally,display_size
www.ebay.com//service and warranty information,warranty_duration
www.ebay.com//service support,warranty_duration
www.ebay.com//service support details,warranty_duration
www.ebay.com//shipping weight in pounds,packaging_weight
www.ebay.com//speed,ram_frequency
www.ebay.com//speed,cpu_frequency
www.ebay.com//standard memory,ram_capacity
www.ebay.com//standard memory,ram_type
www.ebay.com//standby power consumption,power_consumption_standby
www.ebay.com//system memory,ram_capacity
www.ebay.com//system memory,ram_type
www.ebay.com//system memory ram,ram_capacity
www.ebay.com//system memory ram,ram_frequency
www.ebay.com//system memory ram,ram_type
www.ebay.com//system memory ram expandable to,ram_capacity_max
www.ebay.com//system ram,ram_capacity
www.ebay.com//technical information,display_size
www.ebay.com//technology,ram_type
www.ebay.com//thelife time,battery_life
www.ebay.com//title,brand
www.ebay.com//total memory size,ram_capacity
www.ebay.com//type of memory ram,ram_type
www.ebay.com//typical battery life,battery_life
www.ebay.com//usb 20 ports,usb_port2_quantity
www.ebay.com//usb 20 ports,usb_port3_quantity
www.ebay.com//usb 30,usb_port2_quantity
www.ebay.com//usb 30,usb_port2_quantity
www.ebay.com//usb port 20,usb_port2_quantity
www.ebay.com//usb port 30,usb_port3_quantity
www.ebay.com//usb ports,usb_port2_quantity
www.ebay.com//usb ports,usb_port3_quantity
www.ebay.com//usb ports total,usb_port2_quantity
www.ebay.com//usb ports total,usb_port3_quantity
www.ebay.com//vga,has_vga_port
www.ebay.com//vga port,has_vga_port
www.ebay.com//warranty,warranty_duration
www.ebay.com//warranty length,warranty_duration
www.ebay.com//warranty terms labor,warranty_duration
www.ebay.com//warranty terms parts,warranty_duration
www.ebay.com//weight,weight
www.ebay.com//weight approximate,weight
www.ebay.com//weight net,weight
www.ebay.com//weights and measurements,dimensions
www.ebay.com//weights and measurements,dimensions_depth
www.ebay.com//weights and measurements,dimensions_height
www.ebay.com//weights and measurements,dimensions_width
www.ebay.com//weights and measurements,weight
www.flexshopper.com//aspect ratio,aspect_ratio
www.flexshopper.com//battery capacity,battery_capacity
www.flexshopper.com//battery chemistry,battery_chemistry
www.flexshopper.com//battery life,battery_life
www.flexshopper.com//battery run time,battery_life
www.flexshopper.com//battery type,battery_chemistry
www.flexshopper.com//cache per processor,cpu_cache
www.flexshopper.com//capacity,hdd_capacity
www.flexshopper.com//computer hard drive size,hdd_capacity
www.flexshopper.com//depth,dimensions_depth
www.flexshopper.com//depth,dimensions
www.flexshopper.com//drive capacity,hdd_capacity
www.flexshopper.com//flash memory,flash_capacity
www.flexshopper.com//graphics,gpu_brand
www.flexshopper.com//graphics,gpu_model
www.flexshopper.com//graphics card,gpu_brand
www.flexshopper.com//graphics card,gpu_model
www.flexshopper.com//graphics chip,gpu_brand
www.flexshopper.com//graphics controller,gpu_brand
www.flexshopper.com//graphics controller,gpu_model
www.flexshopper.com//graphics controller manufacturer,gpu_brand
www.flexshopper.com//graphics memory technology,ram_type
www.flexshopper.com//hard drive,hdd_capacity
www.flexshopper.com//hard drive capacity,hdd_capacity
www.flexshopper.com//hard drive size,hdd_capacity
www.flexshopper.com//hdmi,has_hdmi_port
www.flexshopper.com//hdmi input,has_hdmi_port
www.flexshopper.com//hdmi output,has_hdmi_port
www.flexshopper.com//height,dimensions_height
www.flexshopper.com//height,dimensions
www.flexshopper.com//laptop weight,weight
www.flexshopper.com//main storage,ssd_capacity
www.flexshopper.com//manufacturer warranty,warranty_duration
www.flexshopper.com//maximum battery run time,battery_life
www.flexshopper.com//memory,ram_capacity
www.flexshopper.com//memory,ram_type
www.flexshopper.com//memory card reader,has_memorycard_reader
www.flexshopper.com//memory technology,ram_type
www.flexshopper.com//monitor,display_size
www.flexshopper.com//monitor,display_type
www.flexshopper.com//monitor,display_resolution
www.flexshopper.com//monitor,aspect_ratio
www.flexshopper.com//number of usb 20 ports,usb_port2_quantity
www.flexshopper.com//number of usb 30 ports,usb_port3_quantity
www.flexshopper.com//power consumption,power_consumption
www.flexshopper.com//processor,cpu_brand
www.flexshopper.com//processor,cpu_cache
www.flexshopper.com//processor,cpu_frequency
www.flexshopper.com//processor,cpu_model
www.flexshopper.com//processor,cpu_type
www.flexshopper.com//processor brand,cpu_brand
www.flexshopper.com//processor clock speed,cpu_frequency
www.flexshopper.com//processor manufacturer,cpu_brand
www.flexshopper.com//processor model,cpu_type
www.flexshopper.com//processor model,cpu_model
www.flexshopper.com//processor speed,cpu_frequency
www.flexshopper.com//processor turbo speed,cpu_frequency
www.flexshopper.com//processor type,cpu_type
www.flexshopper.com//ram,ram_capacity
www.flexshopper.com//ram,ram_capacity_max
www.flexshopper.com//ram,ram_frequency
www.flexshopper.com//ram,ram_type
www.flexshopper.com//screen size,display_size
www.flexshopper.com//screen size measured diagonally,display_size
www.flexshopper.com//ssd cache,ssd_cache_capacity
www.flexshopper.com//standard memory,ram_capacity
www.flexshopper.com//storage,hdd_capacity
www.flexshopper.com//storage,hdd_speed
www.flexshopper.com//system memory ram,ram_capacity
www.flexshopper.com//system memory ram expandable to,ram_capacity_max
www.flexshopper.com//technology,ram_type
www.flexshopper.com//type of memory ram,ram_type
www.flexshopper.com//vga,has_vga_port
www.flexshopper.com//vga input,has_vga_port
www.flexshopper.com//weight,weight
www.flexshopper.com//width,dimensions_width
www.flexshopper.com//width,dimensions
www.gosale.com//battery,battery_chemistry
www.gosale.com//battery,battery_life
www.gosale.com//graphics,gpu_brand
www.gosale.com//graphics,gpu_model
www.gosale.com//hard drive size,hdd_capacity
www.gosale.com//manufacturer,brand
www.gosale.com//memory,ram_capacity
www.gosale.com//memory,ram_type
www.gosale.com//monitor resolution,display_resolution
www.gosale.com//processor,cpu_frequency
www.gosale.com//processor,cpu_model
www.gosale.com//processor,cpu_type
www.gosale.com//processor manufacturer,cpu_brand
www.gosale.com//processor speed,cpu_frequency
www.gosale.com//processor type,cpu_brand
www.gosale.com//processor type,cpu_type
www.gosale.com//product name,cpu_brand
www.gosale.com//product name,cpu_frequency
www.gosale.com//product name,cpu_model
www.gosale.com//product name,cpu_type
www.gosale.com//product name,ram_capacity
www.gosale.com//product name,ram_type
www.gosale.com//product name,display_size
www.gosale.com//ram,ram_capacity
www.gosale.com//ram type,ram_type
www.gosale.com//storage,hdd_capacity
www.gosale.com//storage,hdd_speed
www.gosale.com//weight,weight
www.isupplyhub.com//average battery life in hours,battery_life
www.isupplyhub.com//batteries,battery_chemistry
www.isupplyhub.com//battery type,battery_chemistry
www.isupplyhub.com//brand name,brand
www.isupplyhub.com//card description,gpu_brand
www.isupplyhub.com//card description,gpu_model
www.isupplyhub.com//chipset brand,gpu_brand
www.isupplyhub.com//computer memory type,ram_type
www.isupplyhub.com//flash memory size,flash_capacity
www.isupplyhub.com//graphics coprocessor,gpu_brand
www.isupplyhub.com//graphics coprocessor,gpu_model
www.isupplyhub.com//hard drive,hdd_capacity
www.isupplyhub.com//item dimensions l x w x h,dimensions
www.isupplyhub.com//item dimensions l x w x h,dimensions_height
www.isupplyhub.com//item dimensions l x w x h,dimensions_depth
www.isupplyhub.com//item dimensions l x w x h,dimensions_width
www.isupplyhub.com//item weight,weight
www.isupplyhub.com//number of usb 20 ports,usb_port2_quantity
www.isupplyhub.com//number of usb 30 ports,usb_port3_quantity
www.isupplyhub.com//processor,cpu_brand
www.isupplyhub.com//processor,cpu_frequency
www.isupplyhub.com//processor,cpu_type
www.isupplyhub.com//processor brand,cpu_brand
www.isupplyhub.com//product dimensions,dimensions
www.isupplyhub.com//product dimensions,dimensions_height
www.isupplyhub.com//product dimensions,dimensions_width
www.isupplyhub.com//product dimensions,dimensions_depth
www.isupplyhub.com//ram,ram_capacity
www.isupplyhub.com//ram,ram_type
www.isupplyhub.com//screen size,display_size
www.isupplyhub.com//shipping weight,weight
www.mygofer.com//64bit computing processor chipset,is_cpu_64bit
www.mygofer.com//aspect ratio,aspect_ratio
www.mygofer.com//battery life range,battery_life
www.mygofer.com//battery type,battery_chemistry
www.mygofer.com//chipset processor chipset,cpu_brand
www.mygofer.com//chipset processor chipset,cpu_model
www.mygofer.com//cpu brand,cpu_brand
www.mygofer.com//cpu cache mb,cpu_cache
www.mygofer.com//cpu processor chipset,cpu_brand
www.mygofer.com//cpu processor chipset,cpu_frequency
www.mygofer.com//cpu processor chipset,cpu_model
www.mygofer.com//cpu processor chipset,cpu_type
www.mygofer.com//cpu series,cpu_brand
www.mygofer.com//cpu series,cpu_type
www.mygofer.com//cpu speed,cpu_frequency
www.mygofer.com//cpu speed range,cpu_frequency
www.mygofer.com//depth dimensions weight,dimensions_depth
www.mygofer.com//depth in,dimensions_depth
www.mygofer.com//front side bus processor chipset,cpu_frequency
www.mygofer.com//general warranty,warranty_duration
www.mygofer.com//gpu chipset,gpu_brand
www.mygofer.com//gpu video type,gpu_brand
www.mygofer.com//graphics processor audio video,gpu_brand
www.mygofer.com//graphics processor audio video,gpu_model
www.mygofer.com//hard drive capacity,hdd_capacity
www.mygofer.com//hard drive capacity range,hdd_capacity
www.mygofer.com//hdmi outputs,has_hdmi_port
www.mygofer.com//height in,dimensions_height
www.mygofer.com//height in,dimensions
www.mygofer.com//image aspect ratio display,aspect_ratio
www.mygofer.com//interfaces connections expansion,usb_port2_quantity
www.mygofer.com//item weight lbs,weight
www.mygofer.com//main storage storage,hdd_capacity
www.mygofer.com//main storage storage,hdd_speed
www.mygofer.com//main storage storage,ssd_capacity
www.mygofer.com//manufacturer warranty labor,warranty_duration
www.mygofer.com//manufacturer warranty software,warranty_duration
www.mygofer.com//max turbo speed processor chipset,cpu_frequency
www.mygofer.com//maximum memory supported,ram_capacity_max
www.mygofer.com//memory range,ram_capacity
www.mygofer.com//memory type,ram_type
www.mygofer.com//platform technology processor chipset,cpu_brand
www.mygofer.com//platform technology processor chipset,cpu_type
www.mygofer.com//ram memory,ram_capacity
www.mygofer.com//run time battery,battery_life
www.mygofer.com//screen size by diagonal measure,display_size
www.mygofer.com//screen size range,display_size
www.mygofer.com//service support details manufacturer warranty,warranty_duration
www.mygofer.com//technology memory,ram_type
www.mygofer.com//vga out,has_vga_port
www.mygofer.com//weight dimensions weight,weight
www.mygofer.com//width dimensions weight,dimensions_width
www.overstock.com//cpu type,cpu_brand
www.overstock.com//cpu type,cpu_type
www.overstock.com//hard drive capacity,hdd_capacity
www.overstock.com//installed ram,ram_capacity
www.overstock.com//laptop weight,weight
www.overstock.com//processor brand,cpu_brand
www.overstock.com//processor brand,cpu_type
www.overstock.com//screen size,display_size
www.pricequebec.com//manufacturer,brand
www.pricequebec.com//product,brand
www.pricequebec.com//product,display_size
www.pricequebec.com//product,cpu_type
www.pricequebec.com//product,cpu_brand
www.pricequebec.com//product,cpu_model
www.pricequebec.com//product,cpu_frequency
www.pricequebec.com//product,ram_capacity
www.pricequebec.com//product,hdd_capacity
www.pricequebec.com//product,ssd_capacity
www.pricequebec.com//product,display_resolution
www.pricequebec.com//product,is_cpu_64bit
www.pricequebec.com//product,display_type
www.softwarecity.ca//64bit processing,is_cpu_64bit
www.softwarecity.ca//aspect ratio,aspect_ratio
www.softwarecity.ca//battery capacity,battery_capacity
www.softwarecity.ca//battery chemistry,battery_chemistry
www.softwarecity.ca//brand name,brand
www.softwarecity.ca//cache,cpu_cache
www.softwarecity.ca//depth,dimensions_depth
www.softwarecity.ca//depth,dimensions
www.softwarecity.ca//depth with stand,dimensions_depth
www.softwarecity.ca//depth with stand,dimensions
www.softwarecity.ca//display size supported,display_size
www.softwarecity.ca//flash memory,flash_capacity
www.softwarecity.ca//flash memory capacity,flash_capacity
www.softwarecity.ca//graphics controller manufacturer,gpu_brand
www.softwarecity.ca//graphics controller model,gpu_model
www.softwarecity.ca//graphics memory technology,ram_type
www.softwarecity.ca//hard drive capacity,hdd_capacity
www.softwarecity.ca//hard drive configuration,hdd_capacity
www.softwarecity.ca//hdmi,has_hdmi_port
www.softwarecity.ca//height,dimensions_height
www.softwarecity.ca//height,dimensions
www.softwarecity.ca//height with stand,dimensions_height
www.softwarecity.ca//height with stand,dimensions
www.softwarecity.ca//hybrid hard drive capacity,hdd_capacity
www.softwarecity.ca//length,dimensions_depth
www.softwarecity.ca//length,dimensions
www.softwarecity.ca//limited warranty,warranty_duration
www.softwarecity.ca//maximum battery run time,battery_life
www.softwarecity.ca//maximum screen size supported,display_size
www.softwarecity.ca//maximum standby battery time,battery_life
www.softwarecity.ca//maximum video battery time,battery_life
www.softwarecity.ca//maximum web surfing battery time,battery_life
www.softwarecity.ca//memory card reader,has_memorycard_reader
www.softwarecity.ca//memory standard,ram_frequency
www.softwarecity.ca//memory standard,ram_type
www.softwarecity.ca//memory technology,ram_type
www.softwarecity.ca//minimum screen size supported,display_size
www.softwarecity.ca//number of usb 20 ports,usb_port2_quantity
www.softwarecity.ca//number of usb 30 ports,usb_port3_quantity
www.softwarecity.ca//offmode power consumption,power_consumption_standby
www.softwarecity.ca//operating power consumption,power_consumption
www.softwarecity.ca//processor core,cpu_type
www.softwarecity.ca//processor manufacturer,cpu_brand
www.softwarecity.ca//processor model,cpu_brand
www.softwarecity.ca//processor model,cpu_model
www.softwarecity.ca//processor speed,cpu_frequency
www.softwarecity.ca//processor type,cpu_type
www.softwarecity.ca//screen size,display_size
www.softwarecity.ca//ssd cache capacity,ssd_cache_capacity
www.softwarecity.ca//standby power consumption,power_consumption_standby
www.softwarecity.ca//storage capacity,hdd_capacity
www.softwarecity.ca//total hard drive capacity,hdd_capacity
www.softwarecity.ca//vga,has_vga_port
www.softwarecity.ca//weight approximate,weight
www.staples.com//cpu cache,cpu_cache
www.staples.com//desktop cpu cache,cpu_cache
www.staples.com//desktop processor,cpu_brand
www.staples.com//desktop processor,cpu_type
www.staples.com//desktop processor details,cpu_brand
www.staples.com//desktop processor details,cpu_frequency
www.staples.com//desktop processor details,cpu_type
www.staples.com//desktop warranty,warranty_duration
www.staples.com//desktop weight,weight
www.staples.com//desktop weight details,weight
www.staples.com//hard drive capacity,hdd_capacity
www.staples.com//laptop battery life,battery_life
www.staples.com//laptop battery type,battery_chemistry
www.staples.com//laptop hard drive capacity gb,hdd_capacity
www.staples.com//laptop memory ram gb,ram_capacity
www.staples.com//laptop memory type,ram_frequency
www.staples.com//laptop memory type,ram_type
www.staples.com//laptop processor speed,cpu_frequency
www.staples.com//laptop processor type,cpu_brand
www.staples.com//laptop processor type,cpu_type
www.staples.com//laptop processor type details,cpu_brand
www.staples.com//laptop processor type details,cpu_model
www.staples.com//laptop processor type details,cpu_type
www.staples.com//laptop screen size inches,display_size
www.staples.com//laptop warranty,warranty_duration
www.staples.com//laptop weight,weight
www.staples.com//laptop weight filter,weight
www.staples.com//processor speed up to ghz,cpu_frequency
www.staples.com//processor type,cpu_brand
www.staples.com//processor type,cpu_type
www.staples.com//ram capacity,ram_capacity
www.staples.com//ram desktop memory gb,ram_capacity
www.staples.com//screen size,display_size
www.staples.com//speed desktop processor speed,cpu_frequency
www.staples.com//t desktop memory type,ram_frequency
www.staples.com//t desktop memory type,ram_type
www.techbuy.com.au//battery,battery_capacity
www.techbuy.com.au//brand name,brand
www.techbuy.com.au//capacity native,hdd_capacity
www.techbuy.com.au//cpu,cpu_brand
www.techbuy.com.au//cpu,cpu_type
www.techbuy.com.au//depth,dimensions_depth
www.techbuy.com.au//depth,dimensions
www.techbuy.com.au//dimensions d x w x h,dimensions
www.techbuy.com.au//dimensions d x w x h,dimensions_depth
www.techbuy.com.au//dimensions d x w x h,dimensions_height
www.techbuy.com.au//dimensions d x w x h,dimensions_width
www.techbuy.com.au//flash memory,flash_capacity
www.techbuy.com.au//graphics engine,gpu_brand
www.techbuy.com.au//graphics engine,gpu_model
www.techbuy.com.au//height,dimensions_height
www.techbuy.com.au//height,dimensions
www.techbuy.com.au//lamp warranty,warranty_duration
www.techbuy.com.au//memory,ram_capacity_max
www.techbuy.com.au//memory clock,ram_frequency
www.techbuy.com.au//memory clock,ram_type
www.techbuy.com.au//multigpu support,gpu_brand
www.techbuy.com.au//net weight,weight
www.techbuy.com.au//power consumption,power_consumption
www.techbuy.com.au//power consumption lamp on,power_consumption
www.techbuy.com.au//power consumption standby,power_consumption_standby
www.techbuy.com.au//processor,cpu_brand
www.techbuy.com.au//processor,cpu_cache
www.techbuy.com.au//processor,cpu_frequency
www.techbuy.com.au//processor,cpu_model
